,listing_id,state,user_id,category_id,title,description,creation_tsz,ending_tsz,original_creation_tsz,last_modified_tsz,price,currency_code,quantity,sku,tags,materials,shop_section_id,featured_rank,state_tsz,url,views,num_favorers,shipping_template_id,processing_min,processing_max,who_made,is_supply,when_made,item_weight,item_weight_unit,item_length,item_width,item_height,item_dimensions_unit,is_private,recipient,occasion,style,non_taxable,is_customizable,is_digital,file_data,should_auto_renew,language,has_variations,taxonomy_id,taxonomy_path,used_manufacturer,is_vintage
10,684195419,active,164996537,,Gloria doublette crepe paper green tee/cypress 3345,"The fine-pored crepe paper made by Werola Stauffen (made in Germany) is of very high quality and is particularly suitable for the production of paper flowers made of crepe paper. Its surface is slightly structured: the flowers look very real and the petals and leaves have a velvety surface. The paper has the format 25 x 125 cm, about 90 gsm, 135% stretchability, different colors on each side, which harmonize very well with each other. The photos show my flowers with green sheets of doublet crepe paper.
Color No. 3345 green tee/cypress",1606422489,1616786889,1550516269,1606422489,3.60,EUR,15,[],"['doublet crepe paper', 'Lia Griffith', 'paper flowers', 'crepe paper flowers', 'german crepe paper', 'werola', 'crepe paper', 'green', 'olive', 'leaves', 'Stauffen', 'double sided crepe', 'green paper spring']",['Doublette Krepppapier 25 cm breit 125 cm lang'],24329104.0,,1564724489,https://www.etsy.com/listing/684195419/gloria-doublette-crepe-paper-green?utm_source=kristinafrazier2&utm_medium=api&utm_campaign=api,210,7,62210311714.0,1.0,2.0,i_did,true,2020_2020,,g,,,,mm,False,,,,False,True,False,,True,en-US,False,1299,"['Paper & Party Supplies', 'Paper', 'Origami', 'Paper Flowers']",False,False
11,846893319,active,29563184,,90g Crepe Paper by Cartotecnica Rossi,"HIGH QUALITY ITALIAN-MADE 90g Medium Weight Crepe Paper

The newest collection of ultra high quality Italian crepe paper made by Cartotecnica Rossi.

This collection was developed with artists and crafters in mind to cater for the increased popularity of fine crepe for paper floral creations and similar projects.  

The fine 90 gram weight features fine crepe ridges, extreme stretchability and softness.

Each Roll measures 75cm(approx) x 25cm

Should not be used with food products. 
Not treated with flame retardants.

*Please note computer monitors display colours slightly differently so shades may not  be exactly as shown on the photo.
1-3 business Days",1606421187,1616785587,1596106641,1606421187,1.25,GBP,32,[],"['Crepe Paper', 'Italian Crepe Paper', 'Florist Crepe Paper', 'Craft Paper', 'Italian Fine Paper', '90g Crepe Paper', 'Decor Paper', 'Art Paper', 'Coloured Paper', 'Coloured Crepe', 'Flower Craft', 'Flower Paper', 'Corrugated Paper']",[],28282452.0,,1596106641,https://www.etsy.com/listing/846893319/90g-crepe-paper-by-cartotecnica-rossi?utm_source=kristinafrazier2&utm_medium=api&utm_campaign=api,90,4,93515076754.0,1.0,3.0,someone_else,true,2020_2020,,g,,,,mm,False,,,,False,True,False,,False,en-US,True,6586,"['Craft Supplies & Tools', 'Canvas & Surfaces', 'Paper', 'Decorative Paper']",False,False
12,821838512,active,29563184,,90g Crepe Paper by Cartotecnica Rossi - Quality Medium Weight Italian Florist Crepe Paper,"HIGH QUALITY ITALIAN-MADE 90g Medium Weight Crepe Pape


75cm(approx)x25cm Roll  (Please note the paper has been cut to size so will not be in original packaging.)

The newest collection of ultra high quality Italian crepe paper made by Cartotecnica Rossi.
This collection was developed with artists and crafters in mind to cater for the increased popularity of fine crepe for paper floral creations and similar projects.  

The fine 90 gram weight features fine crepe ridges, extreme stretchability and softness.
Each roll will be dispatched in a protective letter box envelope.

Should not be used with food products. 
Not treated with flame retardants.

*Please note computer monitors display colours slightly differently so shades may not  be exactly as shown on the photo.",1606421187,1616785587,1594208419,1606421187,1.25,GBP,31,[],"['Crepe Paper', 'Italian Crepe Paper', 'Florist Crepe Paper', 'Craft Paper', 'Italian Fine Paper', '90g Crepe Paper', 'Decor Paper', 'Art Paper', 'Coloured Paper', 'Coloured Crepe', 'Flower Craft', 'Flower Paper', 'Corrugated Paper']",[],28282452.0,,1595156871,https://www.etsy.com/listing/821838512/90g-crepe-paper-by-cartotecnica-rossi?utm_source=kristinafrazier2&utm_medium=api&utm_campaign=api,136,5,93515076754.0,1.0,3.0,someone_else,true,2020_2020,,g,,,,mm,False,,,,False,False,False,,False,en-US,True,6586,"['Craft Supplies & Tools', 'Canvas & Surfaces', 'Paper', 'Decorative Paper']",False,False
13,912509347,active,370406266,,Crepe Paper Lavender Bunch,"This beautifully realistic bunch of rustic lavender is made from Italian crepe paper and, it will last for many years if cared for correctly.

This bunch of lavender consists of 3 flower heads and foliage.

The flowers measure approximately 35 cm tall.

These handmade flowers would make a perfect and unique gift, particularly for a first Wedding Anniversary (paper).

Please note that colours may vary slightly due to monitor settings.",1606416326,1616780726,1606416326,1606420417,10.00,GBP,4,[],"['Paper Lavender', 'Crepe Paper Flowers', 'Purple Flowers', 'First Anniversary', 'Paper Anniversary', 'Gifts for her', 'Secret Santa', 'Stocking Stuffers', 'Christmas Gifts', 'Gifts for Mum', 'Home Decor', 'Rustic Flowers', 'Plastic Free']","['Crepe Paper', 'Floristry Wires', 'PVA Glue']",,,1606416326,https://www.etsy.com/listing/912509347/crepe-paper-lavender-bunch?utm_source=kristinafrazier2&utm_medium=api&utm_campaign=api,2,0,,1.0,3.0,i_did,false,2020_2020,,g,,,,mm,False,,,,False,False,False,,True,en-US,False,1020,"['Home & Living', 'Home Décor', 'Floral Arrangements']",False,False
14,684199461,active,164996537,,Gloria doublette crepe paper white/white 3300,"The fine-pored crepe paper made by Werola Stauffen (made in Germany) is of very high quality and is particularly suitable for the production of paper flowers made of crepe paper. Its surface is slightly structured: the flowers look very real and the petals and leaves have a velvety surface. The paper has the format 25 x 125 cm, about 90 gsm, 135% stretchability, different colors on each side, which harmonize very well with each other. The photos show my flowers with white blossoms made of doublet crepe paper.
Color no. 3300 white / white",1606409584,1616773984,1550517146,1606409584,3.50,EUR,25,[],"['doublet crepe paper', 'Lia Griffith', 'paper flowers', 'crepe paper flowers', 'german crepe paper', 'werola', 'crepe paper', 'Stauffen', 'white', 'white flowers', 'double sided crepe', 'wedding flowers', 'white bride']",['Doublette Krepppapier 25 cm breit 125 cm lang'],24329104.0,3.0,1564724490,https://www.etsy.com/listing/684199461/gloria-doublette-crepe-paper-whitewhite?utm_source=kristinafrazier2&utm_medium=api&utm_campaign=api,402,10,62210311714.0,1.0,2.0,i_did,true,2020_2020,,g,,,,mm,False,,,,False,True,False,,True,en-US,False,1299,"['Paper & Party Supplies', 'Paper', 'Origami', 'Paper Flowers']",False,False
15,660537701,active,124471277,,Custom handmade paper bouquet- replica of your bouquet- best for first year anniversary - paper anniversary,"Item for sale is a custom made paper bouquet replica of your wedding bouquet As paper is traditionally the gift given for a first anniversary, this would make a fantastic gift for your special day. The price is for 20 flowers or less, please contact me with picture of your bouquet so I can provide an accurate estimate and processing time. 

With the current high demand, waiting time could be 6-8weeks. If you need a rush order, I do charge an extra $50 for it and minimum time required is 2 weeks for rush order",1606407044,1616771444,1542726789,1606407044,210.00,USD,5,[],"['anniversary', 'wedding', 'shabbychic', 'magnolia', 'Paper flowers', 'vintage', 'wedding bouquet', 'handmade', 'anniversary gift', 'crepe paper', 'Peonies', 'crafts', 'decoration']","['paper', 'crepe paper']",22594294.0,,1585061465,https://www.etsy.com/listing/660537701/custom-handmade-paper-bouquet-replica-of?utm_source=kristinafrazier2&utm_medium=api&utm_campaign=api,202,19,57027903334.0,30.0,40.0,i_did,false,made_to_order,,oz,,,,in,False,,,,False,False,False,,True,en-US,False,1659,"['Weddings', 'Accessories', 'Bouquets & Corsages', 'Bouquets']",False,False
16,719540187,active,221470698,,Crepe paper flowers Flower arragement Home decor Sunflowers Red roses,"Paper bouquet is a perfect gift for all occasions and seasons from birth and weddings to anniversaries. These flowers can also beatify your home, they will look great on the dressing table, in your living room or as a decoration of celebrating table.

Sunflowers bouquet :
made of:
- crepe paper sunflowers, tulip and nuts
- plastic pot
sizes:
Height appr.- 19 cm 
Diameter appr. - 20 cm 

Red Roses bouquet:
- crepe paper roses
- artificial leafs
- decorated by hand plastic pot
sizes:
Height appr.- 19 cm 
Diameter appr. - 22 cm

Please read Shop Policies before order

NOTES*

- Please note that due to the color correction on the screen of your device, the color of a product might be slightly different in real life. 
- Please note, that all paper products may fade overtime if left in direct sunlight.
- Your item will be shipped to your PayPal address. So, before confirming the order please check if the address is accurate.
- All items will be shipped by Post of Russia (Russian national post service). If you would like to speed up delivery by using special VIP post services please contact me to discuss the details.
- Please note to make your orders early in advance because delivery timelines might vary, especially during holidays.

Thank you for visiting my shop and hope you enjoy my products 😊",1606406110,1616770510,1562504766,1606452942,28.00,USD,1,[],"['Crepe Paper Flowers', 'Mothers day gift', 'autumn home decor', 'room decoration', 'floral decor', 'table centerpieces', 'artificial flowers', 'gift for her', 'birthday gift', 'table centerpiece', 'sunflowers', 'unique bouquet', 'red roses']",[],26634005.0,,1597267126,https://www.etsy.com/listing/719540187/crepe-paper-flowers-flower-arragement?utm_source=kristinafrazier2&utm_medium=api&utm_campaign=api,21,2,116671419630.0,3.0,5.0,i_did,false,2010_2019,,g,,,,mm,False,,,,False,False,False,,False,MACHINE_en,True,1020,"['Home & Living', 'Home Décor', 'Floral Arrangements']",False,False
17,261187148,active,67092992,,Royal Blue Silver Wall Decor Large Paper Flowers Boy baby shower baptism Prince backdrop beach wedding bridal party giant denim diamond Navy,"large giant crepe paper flowers rosse blue silver Wall arch decor Photo backdrop beach wedding bridal baby shower boy baptism princ party
Made to order. The photos shown are examples! You can choose your colors!
This listing is for - 10 crepe paper roses, -
1  pieces  - 10&quot;
1  pieces  - 8&#39;&#39;
4  pieces  -6&#39;&#39;
4  pieces  -4&#39;&#39; in diameter - Аll colors are available!
Please tell me exactly what colors you want

CUSTOM ORDERS ARE ALWAYS WELCOME! Different colors are available! I can do the wedding set for you: bridal bouquet, bridesmaids bouquets, decorations on the table, etc., all in the colors you choose!
If you want to buy more than one item in my shop (at one time), please contact me for discounts!
Please tell me exactly how many you want, what colors and what size from 1 inch to 10.
You can see the price drop-down menu.
I&#39;ll do order and will send you a link.

Made from high quality crepe paper. Every flower made by me with love! If you need other quantity or colors - just contact me!

NOTE - paper flowers can delight you for a long time (you could keep them forever)
Paper flowers are perfect for easy weddings , parties or other event set ups as don`t require water and is easy to transport.
Perfect as a gift to people with allergies as paper flowers has no scent .

If you don&#39;t have a special event coming up and would just like to some to decorate your home with see the pictures above how I arranged them in a container. These would look beautiful in your living room or other places in your home! Wow your friends with these OOAK paper flowers!

Thank you for taking a peek at my listing!

Also, please, read the policy of my store:
https://www.etsy.com/shop/flower4you?ref=hdr_shop_menu
See all my paper flowers!
Thanks for watching! I hope you like it!

See all my paper flowers!
Thanks for watching! I hope you like it!
all colors
Crepe paper flowers All colors bridal flower, WEDDING CENTERPIECE , wedding flower, paper flower bouquet, wedding bouquet, bridal bouquet, roses bouquet, paper roses, wedding decor, DIY dekor ,Wall decor , arch decor ,Crepe Paper flower balls , wedding pomanders, kissing balls , Easter dekor , kissing ball balls , pomander pomanders , paper decorations , baby shower topper , New Born Baby , baby shower topper , Baby Shower Favor , Wedding rose Favors, Country Wedding Favor, Personalized thank you guest favor, boutonniere, corsage paper flower, mothers Corsage, bridal corsage, Flower Girl , Baby Shower, Baby Gift, Baby Girl, Baby Boy, baby shower decoration, baby shower centerpiece , New Born Baby Gift , crepe paper roses favor , ideal for Nursery, baby room, Gift idea for new born baby ,",1606405845,1616770245,1450552492,1606405845,49.90,USD,999,[],"['crepe paper flowers', 'large paper flowers', 'giant paper flowers', 'beach wedding decor', 'boy baby shower', 'bridal shower flower', 'boy baptism party', 'blue wedding flower', 'blue Wall decor', 'wedding backdrop', 'Royal Blue Silver', 'denim and diamonds', 'Blue Navy backdrop']","['paper flower bouquet', 'wedding bouquet', 'bridal bouquet', 'paper roses', 'WEDDING CENTERPIECE', 'party deocrations', 'paper flower roses', 'arch Wall decor', 'baby shower centerpiece', 'CENTERPIECE decor', 'crepe paper roses favor', 'Crepe paper flowers']",20649619.0,,1595688052,https://www.etsy.com/listing/261187148/royal-blue-silver-wall-decor-large-paper?utm_source=kristinafrazier2&utm_medium=api&utm_campaign=api,2208,843,,5.0,10.0,i_did,false,made_to_order,,g,,,,mm,False,women,,"['Modern', 'Beach']",False,True,False,,True,en-US,False,1332,"['Paper & Party Supplies', 'Party Supplies', 'Party Décor', 'Backdrops & Props']",False,False
18,254748804,active,45805469,,Blush Pink Gold Burgundy large paper flowers Purple Magenta Marsala Maroon wedding bridal baby shower sweet 16 backdrop decor Wall Birthday,"Blush Pink Gold Burgundy large paper flowers Purple Magenta Marsala Maroon wedding bridal baby shower sweet 16 backdrop decor Wall Birthday
This listing is for -12 crepe paper roses 
1 pieces - 10&#39;&#39;
1 pieces - 8&#39;&#39;
4 pieces -6&#39;&#39;
6 pieces -4&#39;&#39; in diameter - All colors ,
See the catalog with colors
CUSTOM ORDERS ARE ALWAYS WELCOME! Different colors are available! I can do the wedding set for you: bridal bouquet, bridesmaids bouquets, decorations on the table, etc., all in the colors you choose!

I&#39;ll do order and will send you a link.

Made from high quality crepe paper. Every flower made by me with love! If you need other quantity or colors - just contact me!

NOTE - paper flowers can delight you for a long time (you could keep them forever)
 Paper flowers are perfect for easy weddings , parties or other event set ups as don`t require water and is easy to transport.
Perfect as a gift to people with allergies as paper flowers has no scent . 

 If you don&#39;t have a special event coming up and would just like to some to decorate your home with see the pictures above how I arranged them in a container. These would look beautiful in your living room or other places in your home! Wow your friends with these OOAK paper flowers!

  Thank you for taking a peek at my listing!

Also, please, read the policy of my store:
 https://www.etsy.com/shop/flower4you?ref=hdr_shop_menu
See all my paper flowers!
Thanks for watching! I hope you like it!

Crepe paper  hot  light purple and gold  flowers   All colors bridal flower,  WEDDING CENTERPIECE , wedding flower, paper flower bouquet, wedding bouquet, bridal bouquet, roses bouquet, paper roses, wedding decor, DIY dekor ,Wall decor , arch decor ,Crepe Paper flower balls , wedding pomanders, kissing balls , Easter dekor , kissing ball balls , pomander pomanders , paper decorations , baby shower topper , New Born Baby , baby shower topper  Baby Shower Favor , Wedding rose Favors, Country Wedding Favor, Personalized thank you guest favor, boutonniere corsage paper flower, mothers Corsage, bridal corsage Flower Girl  Baby Shower  Baby Gift Baby Girl, Baby Boy, baby shower decoration, baby shower centerpiece  New Born Baby Gift  crepe paper roses  favor  baby shower guest pins 
girls first birthday outfits",1606402242,1616766642,1446641657,1606402242,49.90,USD,999,[],"['crepe paper flowers', 'wedding paper flower', 'large paper flowers', 'giant paper flowers', 'bridal baby shower', 'paper flowers Wall', 'sweet 16 birthday', 'Blush Pink Gold', 'Gold Burgundy Purple', 'Magenta Marsala pink', 'Maroon gold pink', 'decor Wall Birthday', 'large paper flower']","['paper flower bouquet', 'wedding bouquet', 'paper roses', 'WEDDING CENTERPIECE', 'party deocrations', 'paper flower roses', 'arch Wall decor', 'baby shower centerpiece', 'CENTERPIECE decor', 'crepe paper roses  favor', 'Crepe paper flowers', '1st Birthday Party']",20701791.0,,1539154837,https://www.etsy.com/listing/254748804/blush-pink-gold-burgundy-large-paper?utm_source=kristinafrazier2&utm_medium=api&utm_campaign=api,847,559,,10.0,15.0,i_did,false,made_to_order,,g,,,,mm,False,women,,"['Rustic', 'Victorian']",False,True,False,,True,en-US,False,1332,"['Paper & Party Supplies', 'Party Supplies', 'Party Décor', 'Backdrops & Props']",False,False
19,511267517,active,101157638,,FREESTANDING Giant Peony Paper Flowers with organic like stand,"Our giant peonies will add the perfect dash of elegance and whimsy to any event. Fully bloomed, these flowers measure anywhere between 23&quot; to 25&quot; inches in diameter and start at 4ft up to 7ft. tall, your choice.  We are capable of creating custom sizes and color schemes, share your vision with us and we can bring it to life.

Our flowers are handmade and cut in the U.S.A and will ship from the U.S.A.

This listing includes a single bloom on her organic life like curved stem but can also be purchased without a stem.  If you prefer a peony without a stem, please inform me at the time of purchase so that a flat surface bottom is made accordingly.

In your notes to seller after purchase, please identify your color choice, as well as, height preference.

For custom rush orders, contact us immediately!  I require at minimum one weeks notice for preparation of one bloom.  If additional blooms are needed, please contact me to confirm availability.

ALL SALES ARE FINAL and non-refundable.  Insurance should be purchased to protect your bloom.  I on my part will make every effort to pack her as best as I can to insure a safe arrival.",1606401048,1616765448,1486702707,1606401048,165.00,USD,1,[],"['handmade giant peony', 'giant Peony', 'paper flowers', 'crepe paper', 'crepe paper flowers', 'peonies', 'giant flowers', 'giant paper flowers', 'freestanding flowers', 'backdrop', 'italian crepe paper', 'BIG PAPER FLOWER']","['crepe paper', 'italian crepe paper', 'scissors and glue']",22030851.0,,1510693086,https://www.etsy.com/listing/511267517/freestanding-giant-peony-paper-flowers?utm_source=kristinafrazier2&utm_medium=api&utm_campaign=api,2623,82,41747220797.0,5.0,10.0,i_did,false,made_to_order,240,oz,20,18,18,in,False,,,,False,False,False,,True,en-US,True,1299,"['Paper & Party Supplies', 'Paper', 'Origami', 'Paper Flowers']",False,False
20,471195961,active,49664633,,"Pink and Cream Paper Flower Wedding Bouquet, Pink Cream Bridal Bouquet,Crepe paper Wedding Flower Bouquet, Crepe Paper Roses","Paper flowers are also my passion, because they won´t wither. The paper flower bouquet is minimalistic but beautyful. You can use it in your wedding (bridal bouquet, table decoration ...), you can decorate your home, this could be birthday flowers. There are so many ideas if it just likes you. 

♥♥♥ ♥♥♥ ♥♥♥

In bouquet are 14 pcs 100% handmade crepe paper flowers (cream white and darker pink). 
Diametr of bouquet is 8 inches and with stem 15 inches. 
I promise, these flowers are made of 100% very quality Italian crepe paper.

♥♥♥ ♥♥♥ ♥♥♥

They will be shipped in a box to prevent crushing. 
Manual added - how to take care of your flower

All of my items come from smoke free homestudio.

Thank you for dropping by!",1606396832,1616761232,1470744781,1606396832,27.00,USD,1,[],"['handmade wedding', 'wedding decoration', 'bridal bouquet', 'paper bouquet', 'paper flower', 'home decor', 'crepe paper rose', 'paper rose bouquet', 'dark pink', 'cream roses', 'wedding bouquet', 'babyshower flowers', 'babyshower bouquet']","['wire', 'florist tape', 'crepe paper', 'glue', 'atlas ribbon', 'LOVE']",17085004.0,,1573381858,https://www.etsy.com/listing/471195961/pink-and-cream-paper-flower-wedding?utm_source=kristinafrazier2&utm_medium=api&utm_campaign=api,278,8,11608430820.0,3.0,5.0,i_did,false,2010_2019,,oz,,,,in,False,,,"['Beach', 'Cottage Chic']",False,True,False,,True,en-US,False,1659,"['Weddings', 'Accessories', 'Bouquets & Corsages', 'Bouquets']",False,False
21,492397156,active,49664633,,"Pink and Baby Pink Paper Flower Wedding Bouquet, Pink Bridal Bouquet, Chic Crepe paper Wedding Flower Bouquet, Pink Paper Rose","The pink paper flower bouquet is minimalistic but chic and beautiful. You can use it at your weddings (bridal bouquet, table decoration ...), you can decorate your home, this could be birthday flowers. 

♥♥♥ ♥♥♥ ♥♥♥

In bouquet are 12 pcs 100% handmade crepe paper flowers.
Diametr of bouquet is about 7 inches and with stem  about 12 inches. 
I promise, these flowers are made of 100% very quality Italian crepe paper.

♥♥♥ ♥♥♥ ♥♥♥

They will be shipped in a box to prevent crushing. 
Manual added - how to take care of your flower bouquet.

All of my items come from smoke free homestudio.

Thank you for dropping by!",1606396832,1616761232,1484668840,1606396832,30.00,USD,1,[],"['wedding decoration', 'bridal bouquet', 'paper bouquet', 'home decor', 'crepe paper rose', 'paper rose bouquet', 'wedding bouquet', 'babyshower flowers', 'babyshower bouquet', 'pink roses', 'chic bouquet', 'baby pink flowers', 'pink paper flowers']","['wire', 'florist tape', 'crepe paper', 'glue', 'atlas ribbon', 'LOVE', 'pearl']",17085004.0,,1573998673,https://www.etsy.com/listing/492397156/pink-and-baby-pink-paper-flower-wedding?utm_source=kristinafrazier2&utm_medium=api&utm_campaign=api,285,17,11608430820.0,3.0,5.0,i_did,false,2010_2019,,g,,,,mm,False,,,"['Rustic', 'Cottage Chic']",False,True,False,,True,en-US,False,1659,"['Weddings', 'Accessories', 'Bouquets & Corsages', 'Bouquets']",False,False
22,783336692,active,174835244,,DIY Paper Flower Kit:  Calla Lily Bouquet（3 Colors）| Set of 9 Flowers | Gift For Loved One | Home Decor | Kid Friendly Craft Kit,"This DIY Calla Lily Kit is easy to make no matter your skill level. It is a perfect craft to do along with children too. It requires many fun steps to do like scissoring, shaping, and etc. Each flower will take you about 20 minutes to make. Taking the time to make your own flowers will certainly be more meaningful whether they are given as a gift or used as a piece of home decor.

The DIY Calla Lily Kit can make up to 9 flowers ( 13&quot; tall，3&quot; diameter ) in three colors: purple, lavender, violet. It includes the following materials:
    *  Wires 
    *  Crepe paper packages 
    *  Dark green tape 
    *  Double sided tape 
    *  Templates 
    *  Colored step by step photo instructions

To build this beauty, you will also need the following:
    *  Scissors
    *  Ruler
    *  Glue 
    *  Paper Towel
    *  Pliers (you can use scissors instead)
    *  White color pencil (we have a kit option with a white pencil in it)

-------------------------------------------------------------------------------------------------------------------------------------------------------------------------

RETURN & EXCHANGE POLICY

 I gladly accept returns, exchanges, and cancellations, except for custom and finished items.    
      * Contact me within: 7 days of delivery
      * Ship items back within: 14 days of delivery
      * Request a cancellation within: 1 day of purchase

 Returns and exchange details: 
      Kits shipped domestically will be refunded less the cost of the initial shipping.  All international purchases will get 100% refund of the kit cost ( but not the shipping charges). In the case of returns, the sender is responsible for the shipping charges. 

Questions about your order? 
      Please contact me if you have any questions with your order.",1606396472,1616760872,1587235030,1606400011,15.99,USD,1,[],"['school project', 'kid craft', 'craft tutorial', 'craft kit', 'calla lily', 'diy kit', 'table centerpiece', 'wedding bouquet', 'crepe paper', 'home decor', 'artificial flower', 'homecraft', 'paper flower']",['Paper'],30046053.0,,1606395769,https://www.etsy.com/listing/783336692/diy-paper-flower-kit-calla-lily-bouquet3?utm_source=kristinafrazier2&utm_medium=api&utm_campaign=api,201,4,72149209667.0,1.0,3.0,i_did,true,made_to_order,8,oz,13,10,1,in,False,,,,False,False,False,,True,en-US,True,6862,"['Craft Supplies & Tools', 'Floral & Garden Supplies', 'Floral', 'Flowers', 'Artificial Flowers']",False,False
23,702570151,active,174835244,,DIY Paper Flower Kit:  Tulip Bouquet（5 Colors）| Set of 10 Flowers | Gift For Loved One | Home Decor | Kid Friendly Craft Kit,"This DIY Tulip Kit is easy to make no matter your skill level. It is a perfect craft to do along with children too. It requires many fun steps to do like scissoring, coloring, shaping, and etc. Each flower will take you about 30 minutes to make. Taking the time to make your own flowers will certainly be more meaningful whether they are given as a gift or used as a piece of home decor.

The DIY Tulip Kit can make up to 10 flowers ( 13&quot; tall， 2&quot; diameter ) in five colors: red, pink, dark pink, dark red and mustard yellow. It includes the following materials:
    *  Wires 
    *  Paper packages (We use special paper twine which has a tougher character and a more realistic effect than traditional crepe paper )
    *  Tape (dark green)
    *  Awl (curling tool)
    *  Templates 
    *  Colored step by step photo instructions

To build this beauty, you will also need the following:
    *  Scissors
    *  Ruler
    *  Glue 
    *  Paper Towel
    *  Color Pencils (optional)
    *  Pliers (you can use scissors instead)

-------------------------------------------------------------------------------------------------------------------------------------------------------------------------

RETURN & EXCHANGE POLICY

 I gladly accept returns, exchanges, and cancellations, except for custom and finished items.  
      * Contact me within: 7 days of delivery
      * Ship items back within: 14 days of delivery
      * Request a cancellation within: 1 day of purchase

 Returns and exchange details: 
      Kits shipped domestically will be refunded less the cost of the initial shipping.  All international purchases will get 100% refund of the kit cost ( but not the shipping charges). In the case of returns, the sender is responsible for the shipping charges. 

Questions about your order? 
      Please contact me if you have any questions with your order.",1606396464,1616760864,1556589875,1606399700,17.99,USD,1,[],"['craft tutorial', 'home decor', 'school project', 'kid craft', 'tulip bouquet', 'diy kit', 'crepe paper', 'centerpiece', 'artificial flower', 'paper flower', 'paper tulip', 'wedding bouquet', 'home craft']",['Paper'],30046053.0,2.0,1606395769,https://www.etsy.com/listing/702570151/diy-paper-flower-kit-tulip-bouquet5?utm_source=kristinafrazier2&utm_medium=api&utm_campaign=api,532,134,72149209667.0,1.0,3.0,i_did,true,made_to_order,8,oz,13.5,9.5,0.100,in,False,,,,False,False,False,,True,en-US,True,6862,"['Craft Supplies & Tools', 'Floral & Garden Supplies', 'Floral', 'Flowers', 'Artificial Flowers']",False,False
24,775351144,active,108268249,,"Nursery Wall Decor, large Paper Flowers Wall Decor, Baby Shower Party lavender peach mint Blush Paper Flowers Girls Nursery Wall decorations","Made to order ! Pictures shown are examples.
This listing is for - 12 crepe paper roses 
2 pieces - 8&#39;&#39;
4 pieces -6&#39;&#39;
6 pieces -4&#39;&#39; in diameter - All colors 
CUSTOM ORDERS ARE ALWAYS WELCOME! Different colors are available! I can do the wedding set for you: bridal bouquet, bridesmaids bouquets, decorations on the table, etc., all in the colors you choose!

large giant crepe Paper Flowers Wall Decor peach mint lavender Bridal Shower Baby Paper Flowers Wall Decor Pink Gold White Wedding Party Nursery giant backdrop Flowers dessert table sweet 16 Kate 

Backdrop. Paper flowers for wedding backdrops, photo booth, wall decor, garlands, special events or your own creative idea. Flowers come without stem ready to be attached or glued to your backdrop piece or wall. Please specify colors wanted in the notes at checkout or contact us to discuss colors or design. Can also be made in Roses or a mix of Roses, Peony or our other flower styles.

Made from high quality crepe paper. Every flower made by me with love! If you need other quantity or colors - just contact me!

NOTE - paper flowers can delight you for a long time (you could keep them forever)
Paper flowers are perfect for easy weddings , parties or other event set ups as don`t require water and is easy to transport.
Perfect as a gift to people with allergies as paper flowers has no scent . 


Thank you for taking a peek at my listing!

Also, please, read the policy of my store:
https://www.etsy.com/shop/flower4you?ref=hdr_shop_menu
See all my paper flowers!
Thanks for watching! I hope you like it!",1606390828,1616755228,1585045412,1606390828,49.90,USD,969,[],"['Nursery Wall Decor', 'large paper flowers', 'crepe Paper Flowers', 'peach mint lavender', 'paper flower wall', 'paper flower Nursery', 'Blush Nursery Decor', 'Girls Nursery decor', 'Girls Nursery Wall', 'paper flowers wall', 'Nursery Wall art', 'paper flowers', 'Nursery decorations']",['room'],22990027.0,,1585045412,https://www.etsy.com/listing/775351144/nursery-wall-decor-large-paper-flowers?utm_source=kristinafrazier2&utm_medium=api&utm_campaign=api,49,3,,5.0,10.0,i_did,false,made_to_order,,g,,,,mm,False,,,,False,True,False,,True,en-US,False,1027,"['Home & Living', 'Home Décor', 'Wall Décor']",False,False
